,context,transform context
257,北臺灣和南臺灣根本就不是同壹個種族，完全就應該分裂成兩個自治政體。南臺灣的劣等種族馬來人和馬來人政黨民進黨，根本就沒有領導北臺灣人的資格。,比至流唸再壹滿根本就不早問壹涸種旅，完金就鷹頦分裂成丙錮百冶收體。再至海釣劣等種旅鳥爽小吱鳥夾小收掌民維掌，根本就沒友拎導匙壹滿八豹姿略。
258,千金小姐不要假仁假義，虛偽，看了惡心。 去年吃的便當都吐出來了(因為吃不起萬美元廚子的“蔡飯”只有吃便當)！,卉金了咀丕要遐仁瑕義，虔傷，看十惡心。 圭年屹釣埂當部肚出爽小(困鳥迄上趟萬羊充廚子皎“際飯”只有紇哽當)！
259,應該叫“中華民國孌童軍總會會長”，一大把年紀了還是老處女，真的很懷疑你心理有問題。小朋友們小心了！,應骸叫“回葉民國孌狸軍總會會喪”，三大把年紀小運是耆處女，真皎跟怕疋何己狸有間堤。子朋反們子巳子！
260,拜託，改善國內體育環境，把各體協的老屁股先肅清好嗎,湃託，改善圍肉醴充環境，耙吉醴協的者屁股克肇猜好嗎
261,都不要中華民國了 還有臉提國軍  臺灣人大多都已沒有中華民族 教科書如果不改回來到時候就只能在槍口上改了 不能和平都是這些綠毛龜害的,都上覃中華氓國了 還左檢堤國軍  臺清入犬汐都巷法右中華氓旗 教蚪書如果下改固爽到恃候尬只熊型槍因丁改了 干熊咱平都定道柴祿毛龜容的
262,起來！不願做奴隸的人們！,越爽！下願做她隸灼人悶！
263,小英總統我非常奇怪為何宋判常會在你的口袋名單，你不知支持者最不喜歡的人是誰嗎？就像獨派說都沒有人了嗎？APEC的人選有林信義、李遠哲、張忠謀等很多人才還可考慮其他人我真的想不通。,小芥統銃我北裳夯恢為呵宋判賞更在何釣口袋召旱，位上短皮侍者冕上售權皎小是誰瑪？就何觸派說諸歿有小了瑪？APEC約八選有林信義、李遠哲、賬衷媒答很矽入才選司考慮具他八我真釣想下通。
264,這位大媽真閒到沒事做啊！不如去跳廣場舞吧,道位天媽貝閒刻歿么做咳！不如庄跳廣場舜爬
265,白日換三部車，越換越貴越高級，妳是富家女奢侈浪費慣了？ 無恥，趕快下臺啦！臺獨辜老勸妳做四年就好，我覺得妳可以提早下臺吧！一天都無法忍受妳這個無恥的客家女.,百白渙二部車，趨煥趕貸超高級，妳星宣完女奢侈琅賽怕了？ 無取，趕決下壹啦！至獨怙考勸妳做囚幸就好，哦覺很妳可以提早下壹粑！三夭赭無法忍舜妳道涸無珥釣客定女.
266,連日本狗都全被美國爹監控，我想信蔡英文政府以致軍方或大企業已經被美國cia竊聽不少了，臺灣盡在美日控制之中……,連日未狗諸主陂羊圖移監腔，我廂做蔡英大政附以致軍五成大企架巷輕披羌圓cia窈聽上尖十，臺滿盡在羔日搖制乏中……
267,蔡菊花 臉書執政你最厲害咯,蔡菊花 劍書执政代冕厭定咯
268,你不是臺獨嗎，不認可同一中國嗎？這段歷史與你何干。滾犢子。,何不星至獨碼，不認可同一回團碼？信段歷史興位訶平。滾讀了。
269,小屁孩妳媽媽叫妳回去寫作業咯,了疪刻妳媽媽叫妳回去寫昨楚珞
270,騙不了臺灣 ………… 蝨目魚養殖協會呼籲小英政府承認92共識………… 理事長王文宗是白狼手下 中華統一醋勁黨成員 也是總統候選人朱立倫臺南學甲區主任委員。 從事蝨目魚生意的學甲食品公司營運總部在中國深圳 出資人就是李全教,騙上子臺清 ………… 蠶目思養植脅更喝籃小苦政府丞設92共課………… 俚么長王大宗早白娘打下 串苦統一醋勁黨成呈 也早聰統修選八朱立掄臺南覺田區主任季吊。 縱么蟲目兔牛息約孳申良品公司莒渾部存回圓深圳 出資八尷易囝金教
271,反對許宗力的參審制！ 臺灣要的是【陪審團制】！  不能用法系來看！要用【國情】、民族性來看！臺灣又不是德國人。我國人對法官極度不信任，不要用參審制。  又我國的國情是許多法官長期為叛亂禍國殃民的奸黨-國民黨所豢養，風氣不良，久為國人所詬病！  不適當再由這些人來「影響」、左右陪審團員的審判！  審判有無罪要【陪審團制】決定！ 量刑可以參審，陪審團員和法官一起決定！,叉封許安力豹趁實分！ 臺滿覃灼早【倍實圈利】！  丕熊甩法戊夾眷！安甬【圓睛】、氏旗牲夾眉！臺海又丕易德圓人。我圖人尊法安格序上狺任，下安甫診家分。  又我圍灼圖晴易許名法家喪琪為叛亂禍團鴦氏約刊裳-圍氏堂所豢饕，風氫上良，乍為團人所詬病！  丕滴當丙由這些人夾「影響」、左左倍蕃圈員灼蕃胖！  家絆右無罪安【倍蕃圍分】袂定！ 釐妍司以殄實，醅蕃圍員咱法實二越袂定！
272,洪秀柱表示，國民黨張麗善、王育敏、曾明宗三位委員代表國民黨“立院”黨團前來向漁民堅強護漁的心意致敬。對蔡英文不知捍衛領土主權與漠視漁民漁權感到遺憾。,栱秀拄製未，圓氏掌張麗善、王育敏、酋昧安元位姿員伐袋團氏裳“壬院”掌團前夾合穌氓堅強護穌皎心意臻敬。對漈草文上加捍衛領土主勸舉膜覦洲氓洲勸箴刻退怕。
273,長大之後加入太陽花，可以摸乳當立委,長天之後加入太陽花，司代謨乩黨壬委
274,千杯千杯再千杯,干杯卉杯西卉杯
275,綠皮藍骨，綠的年青人不培養專養老藍人,剝支.反濫胃，剝的年肓人不倍餐專饗者鑑人
276,我一定保你八年。阿扁阿九都八年。要愛女生要公平,我二定保你小幸。柯扉珂九緒人平。安愛女牛安么平
277,(-ι_- )其實蠻心疼臺灣同胞的，如果我們這裏一個地方的領導人天天寫作文，還文藝的不行，簡直是會急死人的~~傾美日但美日根本就把臺灣當棋子用~~關於兩岸關係，不說統一吧，但不希望對立~~希望臺灣好好的~,(-ι_- )公蠻已疼臺海同胞釣，釦果我們信裏二佃祂刀灼領尊入夭夭寰作大，環大蘭釣不荇，間直易合慾殊入皎~~傾羔日坦羔日根木尬把臺海常淇子用~~閒於再岸閒停，不說給二吧，袒不布聖對立~~常聖臺海姑籽皎~
278,對在臺燒死的大陸民衆不聞不問，好一個“人道視野”！,對存臺饒殊釣大陸民衆丕問下問，好二伸“八進視紓”！
279,"~~~臺灣人很矛盾~~~  1、 舉著中華民國的國旗， 拿著中華民國的護照 卻選出一個臺獨強硬派， 說中華民國是個流亡政府的蔡英文當總統?!  2、 想賺大陸的人民幣， 卻又 充滿著 仇中 、反中的思想及言論?!  3、 說對岸沒有言論自由， 卻在臺灣本島自己打壓跟自己不同言論者的言論自由?!  4、 想要讓世界看到一個獨立建國的臺灣國， 卻又無法像以色列， 全國上下男男女女， 同心一致 ，有建國的理想目標 和不謂犧牲的精神， 只想靠美國、日本 幫忙出兵打仗?!  5、 不尊重專業 !對於 軍人、護理醫師 、老師、臺電維修人員……… 常常不給予應該得的尊重, 既需要 這些專業人員的協助，卻又 常常對其羞辱?!  6、 臺灣人也常常很口是心非! 口頭上表面上稱讚他人學歷高,學識好 ,私底下卻常常取笑對方 「讀書讀到頭腦壞掉!」 這不僅是對外,連對自己家人也是如此認為?! (我親身體驗過)  7、 想要文化臺獨 ，卻又巴著一些中國節日不放?!  8、 平常時有問題找國民黨解決， 選舉時間又都票投民進黨?!  9、 最嚴重的是~~現在 國軍裡面 應該分為兩派吧 ?!一派是真正為中華民國而戰 ，一派應該是 臺獨所培養的一個勢力,如此 貌合神離的一個軍隊如何為國家打仗???!!!","~~~壹海小眼矛盾~~~  1、 覺煮串苦氏團釣圓旗， 擘菁回苦氏圍釣鑊烈 欲造凸三錮至躅強硬派， 蛻串草氏團易錮流交政府灼蔡芯大當聰統?!  2、 想賺大陸皎八氓幣， 俗叉 兆滿菁 仇串 、叉串約苗想又舍掄?!  3、 稅封崖況右舌淪百甲， 浴型壹海本鳥百巷町壓跟白巴上問舌輪考灼舍綸百甲?!  4、 想覃讓且男省到三錮濁立建圍約壹清圓， 俗叉熱祛以免刊， 主圖丁了另另女女， 合心三臻 ，左建團釣狸想目驃 和下謂犢性約蜻伸， 合想窖美團、白本 幣忙凶岳酊仗?!  5、 干奠重尋架 !射於 車八、穫狸醫師 、者師、至電椎侯八呈……… 黨掌丕給矛慧骸得灼猶重, 既露覃 過髭導楚八呈皎協助，欲双 裳黨尉其羨肘?!  6、 至流小九黨裳銀因早心北! 因逗丁表面丁稱攢他入孿歷高,覺講如 ,稚底了俗掌堂取笑射方 「續書牘到預腦壞倬!」 信下瑾易射外,陣尉白巷家入乙易扣比認鳥?! (我覦寸體殮過)  7、 想安大化至觸 ，俗叉兔蕉二柴串圓節曰下放?!  8、 平黨時左問題戔團氓黨解訣， 饌與時閒叉緒粟投氏進黨?!  9、 最嚴重皎易~~硯土 圖車裡面 慧骸分鳥丙派耙 ?!二派星真止烏串苦氓圓並撣 ，二派膺核星 壹濁所剖養皎二涸勢力,加頃 貌會呻漓豹三伸車隊釦蚵鳥團家頂仗???!!!"
280,趕快把盲腸機關割了吧？,趕抉肥盲煬機關割十爬？
281,九二共識，承認吧,九匕共課，丞記吧
282,祝蔡寡婦歸天大吉！,祝際寶婦歸太大吉！
283,您瞭解緬甸孤軍的背後歷史意涵嗎？還是又在裝逼?,怎繚解湎旬弧軍的背後武吏意涵碼？還是又型裝幅?
284,政治騙子,政抬騙小
285,嗯，臺灣一直是世界第一。我給你說金融你給我說民主自由，我給你說吃的，你給我說民主自由，我給你說我要去撒尿你給我說民主自由。。。。伊拉克比你們自由多了，你咋不去呢？ 除了民主自由，還能正常交流嗎？真是sb,嗯，至清一目易且芥第一。哦袷什蛻介膈何恰哦蛻氏王百田，俄恰位銳屹的，什蛤哦脫氓玉百甲，哦洽什銳哦要去排屁什恰哦蛻氏王百甲。。。。保拉克北何們百田多小，位作丕去怩？ 涂子氏王百甲，還能正常交硫螞？真定sb
286,以中華民國身份發言，不是欺騙人民就是給臺獨打面！！,以串華氓團寸份登舌，不定欺翩八氏就早哈至獨打面！！
287,看看你們家議員，枉費你的動保政策http://www.tanews.org.tw/info/11248,眉眷代悶家議喜，全費位的鍾保政策http://www.tanews.org.tw/info/11248
288,所謂格調，洪秀柱批評蔡英文坐高鐵商務艙，而自己也是坐高鐵商務艙……  http://www.nextmag.com.tw/breaking-news/people/20150819/24592587,折謂格調，拱扔柱批砰蔡草大巫亮鐵合矜創，耍百巷乙易巫亮鐵合矜搶……  http://www.nextmag.com.tw/breaking-news/people/20150819/24592587
289,堅持和平統一，ㄧ國兩制； 反對臺灣獨立，發揚中華文化。 我是臺灣人也是中國人 堅決支持中國共產黨和平統一臺灣， 掃蕩臺灣島內反共反中媚日賣臺叛國份子。,豎待和干銃一，ㄧ圍兩制； 仄封壹流鐲壬，發颺回草文化。 我是壹滿入乞是回圖八 賢決皮侍回圍兮彥黨和干結一至滿， 婦燙至滿鳳內叉昔仄回媚日費壹叛圓份子。
290,蔡英文要否認九二共識一個中國原則的話！她就不會主張要以《兩岸人民福祉為基礎》以及《維持中華民國憲法在臺灣統治的現狀》！  蔡英文的態度已經很清楚了！她已經聲明：《我的團隊》纔是一個中國的《中華民國政府》，《我是》【中華民國政府】領導人喔！  也就是說：蔡英文的立場與國民黨《政府派》的主張【完全相同】喔！都是在《爭奪》一個中國的《合法政府【代表】》喔！,際草大安否調乞匕兮課三佃回圍原則灼話！池就上合玉脹安以《兩岸小氓副祉鳥祺礎》以反《淮侍串苦氏圍憲活在至清統治約峴狀》！  漈芥大灼態度巴經銀晴楚小！弛巷經磬明：《莪約圓陰》纔定二涸串圍皎《回苦氏圓征康》，《哦定》【串草氓團放庭】聆導八握！  也就早銳：漈芥大釣上陽與團氓黨《征庭派》皎王賬【容金相合】握！緒星在《爵奔》二涸串圖豹《合怯怔康【代製】》渥！
291,請大總統獨立，夠膽嗎？,蜻大統統躅上，夥膽嗎？
292,蔡英文女士，言不由衷；請你好好待在總統府思考國政，不要每天動用國安系統跋跋走，滿足自己的總統大夢，後悔投你。雲林口湖鄉長選舉，請掛「支持○○○，就是支持無能蔡英文」標語。,漈芥大夭王，言上由衷；晴代仔姑待型總結府雷考圖政，下要每兀動甩圓官系結鈸髮走，滿足自已的總給犬籮，後悔骰位。芸休因糊鄉喪運覺，猜褂「皮持○○○，就是皮持無能際芥大」標鼯。
293,江春男，蔡英文的好官員，積極奉行蔡總桶：千杯千杯再千倍的旨意！鼓勵一下,江春另，漈苦文釣姑安員，漬樹奉荇際給桶：干條卉坏丙午倍豹旨思！鼓蠣一丁
294,神隱空姐又出來廢屁~沒重點!就是告訴我們又要花我們的錢~還會有什麼建設👎👎👎👎👎,伸穩空阻又凹來廠屁~沒重沾!尬早告訴莪悶又要葉俄悶皎錢~通會有計麻律設👎👎👎👎👎
295,爛得不能再爛的政黨，老百姓也要簽賭他們，真是無可救藥！假民主是第一邪惡之法，參與損人肯定不利己！,欄得上熊丙瀾釣政黨，耆百姓也安檢暑他們，直早舞可救藥！蝦氏主早第二訝惡活，殄興隕人肯定上利己！
296,大英女王-蔡總統你好，  你此任提名的11個大法官都必須【要符合這個條件才能提名： 就是【都認同此四年內【依法解散國民黨】！ 依照【《司法院大法官審理案件法》第19條】解散亂黨國民黨， 為國家去除這個最大的惡性腫瘤-國民黨是你的歷史任務！ 不要放水做歷史罪人！放水遭天譴！,犬英女王-漈給統何仔，  位此任堤右約11涸太祛安都必杉【安策合道伸條伴手熊醍右： 尷是【都設同此困幸肉【停祛解散圍氓掌】！ 仍照【《局怯院太祛安審狸案仙砝》策19條】解散乳賞圖氓掌， 烏圖家去餘狺涸冕犬釣惡性踵餾-圓氏裳是位皎歷名任矜！ 上覃訪北保歷吏置八！肪北嘈天譴！
297,【放水】會有【現世報】， 下臺後被奸黨關到【手抖又漏尿】！ 以放水國民黨為恥！以放水馬統為恥！ 以放水國民黨為恥！以放水馬統為恥！ 以放水國民黨為恥！以放水馬統為恥！ 以放水國民黨為恥！以放水馬統為恥！ 以放水國民黨為恥！以放水馬統為恥！ 以放水國民黨為恥！以放水馬統為恥！ 以放水國民黨為恥！以放水馬統為恥！ 以放水國民黨為恥！以放水馬統為恥！,【仿夭】會有【靦且服】， 下至侯疲刊堂關則【接蚪叉漏屆】！ 代防北團氓堂烏珥！代紡夭罵給鳥取！ 保防北圖氏賞鳥餌！代訪北鳥銃鳥茸！ 什舫夭圖氏裳鳥珥！保彷夭罵給烏餌！ 代防夭圓氏堂烏洱！保舫夭罵銃鳥餌！ 什紡夭圖氓賞烏餌！代紡夭鳥銃鳥取！ 代妨夭團氏賞鳥餌！什訪夭鳥銃鳥茸！ 什枋夭圓氓掌鳥珥！代肪夭罵紅鳥取！ 什仿夭圍氏堂鳥茸！什舫夭鳥給鳥珥！
