,context,transform context
210,真可憐KMT60年前掉了大陸，現在掉了臺灣，還在作夢奮起，哈哈哈，真慘!!!!,真可憐KMT60鯰前調了大陸，縣再釣了苔灣，還再作孟份杞，哈哈哈，真慘!!!!
211,蔡英文你快回去看看你家祖墳爆炸了沒有,菜英文擬快回覷看看擬家祖墳抱炸了沒有
212,Wang.ruining…(港媒)透露…你是百年前，八國聯軍侵華受害者第五代傳人恭賀你當掌門人，父是剛果人，母是西班牙人。,Wang.ruining…(崗媒)透露…擬式百年乾，八國濂軍侵華受害赭帝鵡貸傳任蚣荷擬當長門壬，父示剛裹壬，姆勢西搬牙壬。
213,這些童軍以後長大工作一樣是被砍七天假.... 真可憐,這些童囷乙後長大工作衣樣是被坎淒添假.... 真可槤
214,就在今夜！美日印澳越俄戰略： 正合：美日澳越菲同盟與第三第七艦隊主攻中國； 奇勝：美印俄北約等同盟與第五艦隊奇襲中國。 俄國與北韓皆樂於跟隨美國趁機獲取利益。,疚再金葉！鎂日飲拗越蚵蘸略： 正合：每日懊越菲同蒙與睇三弟沏間隊主攻中幗； 奇勝：鎂飲蚵北約等同蒙與遞五腱隊奇襲中幗。 哦幗與北幹階樂於根隋每摑襯機獲娶利瘞。
215,我看你就是美日的間諜吧,我看你就是美日的間疊吧
216,"剛剛看新聞面對面快抓狂了  陳明義:軍公教是當初""出賣青春""奉獻國家所以纔有現在的""年金制度""  現在年輕人""出賣青春爆肝""絞碎繳年金,試問菜總統這是什麼鬼理性 現在年輕人""出賣青春爆肝""絞碎繳年金,試問菜總統這是什麼鬼理性 現在年輕人""出賣青春爆肝""絞碎繳年金,試問菜總統這是什麼鬼理性 現在年輕人""出賣青春爆肝""絞碎繳年金,試問菜總統這是什麼鬼理性 現在年輕人""出賣青春爆肝""絞碎繳年金,試問菜總統這是什麼鬼理性  麻煩把""九品芝麻官""多看幾次研究一下 加強各種政論節目上""吐槽技巧""應對藍營一下,好嗎?!","缸鋼看鋅紋麵隊瞑會抓狂了  沉銘義:軍恭教舐當初""初邁傾椿""奉現幗家鎖矣纔有憲再的""拈禁制度""  見載黏清壬""初邁蜻椿刨甘""鉸祟繳鯰觔,適問蔡總筒蔗氏什麼晷李杏 羨再黏傾仁""齣邁清椿刨乾""僥歲繳拈觔,噬問蔡總筒鷓誓什麼軌鯉悻 線再黏青任""齣麥傾椿抱干""繳祟繳拈襟,世問蔡總桶浙勢什麼癸裡悻 餡再粘清任""齣麥蜻椿豹干""餃祟繳粘今,筮問蔡總筒鷓視什麼軌里興 陷再黏青任""齣麥蜻椿刨竿""角燧繳粘禁,識問蔡總桶浙嗜什麼詭李杏  麻繁把""九品支麻矜""多看幾次簷究一嚇 茄強箇種政論捷目上""吐嘈技巧""應隊藍營一廈,好嗎?!"
217,"六輕只要2支""清淨煙囪"",其中1支是備用,請合作救人!","六青徵要2之""清境煙囪"",其中1梔是被佣,請合作疚人!"
218,臺灣無資格自稱國！！！！,跆彎無資格自稱國！！！！
219,菜政府一上臺執政，大小官全面就開始輪流出訪玩個夠,蔡掙父一上臺直掙，大小觀卷面舅開始掄榴出訪玩個構
220,我昨天指出了你們所謂的“偉大總統”的幾個錯誤，就有她的無知子民在facebook上留言罵我了，居然這種東西也能人身攻擊。 還自稱民主法治， 言論自由。 對於臺灣的言論自由就是臺灣一切都是好的， 民進黨一切都是對的。其他的批評你敢說， 那你就是無知那你就是強國人了。 這就是所謂的民主， 所謂的言論自由。 如果這種一言堂就叫做所謂的民主那這個社會就法西斯化了，就完了，毀掉了。 你們是毀掉臺灣的一代呀。 你們不好好學習，不想着怎麼用你們所學的知識建設你們的故鄉，反而整天就想着如何攻擊那些持不同政見者。那麼你就是毀掉臺灣的人， 臺灣將以有你們這一代人爲恥。記住進步的社會需要批評， 更需要包容批評的勇氣。哀爾等之不幸， 怒爾等之不爭。記住想讓臺灣明日更強大你需要一顆包容世界的心,我昨添指初了擬們瑣味的“委大總筒”的幾個錯誤，救有她的無知子民再facebook上瘤蜒罵我了，居髯這種東西也能仁身弓吉。 還字稱民拄法鋕， 閻論漬魷。 隊於抬蜿的筵論恣猷柩室苔蜿揖切都釋好的， 民進黨依切都試兌的。其他的丕屏擬趕說， 那擬救適無知那擬臼噬強國仁了。 這疚士索喂的民貯， 瑣尉的沿論恣游。 嚅果這種依鹽堂鷲較唑鎖位的民枓那這個赦會究法西私化了，咎完了，會吊了。 擬們示悔弔抬豌的依迨呀。 擬們不好好褶習，不響着怎麼佣擬們鎖褶的知識建舍擬們的錮相，返而整添救餉着蠕何恭嫉那些弛不同症見褶。那麼擬臼恃燬調跆蜿的壬， 跆彎將矣有擬們這醫貸壬爲齒。劑註進步的舍會須要霹馮， 更須要包榕披枰的勇訖。哎耳等肢不倖， 怒餌等織不爭。驥鑄饗讓跆豌明日更強大擬吁要咿蚵包榕世界的心
221,"哇!十萬大軍93上街[1] 控訴英政府霸凌?! 眼見軍公教大軍壓境 英沒有退縮 回應""加速年金改革!承擔改革壓力","哇!實萬大軍93上揭[1] 空素嚶正脯霸凌?! 偃餞軍公教大軍鴨敬 瑛沒有退嗦 蛔應""加溯拈襟改革!承擔改革啞唳"
222,留言一推有屁用阿看都的不想看的做秀行程,流炎一推有屁佣阿看都的不饗看的做臭行丞
223,年金: 就算認同腹案不要馬上端出來，要先開會。 但是要【開9個月的會】也太誇張了！  正好被當成【公部門沒有效率、沒績效的典型案例】！,拈金: 救算認同腹岸不要馬上端出來，要先揩會。 憚是要【揩9個嶽的會】也太誇彰了！  正好倍當成【公怖們沒有嘯率、沒績笑的典邢暗麗】！
224,呵呵   你的支持率還剩多少啊😄；？,呵呵   你的蜘持率還賸哆少啊😄；？
225,給你們滿意度高，你們是這樣對待市民？！  http://e-info.org.tw/node/118152,給你們滿泄度糕，你們是這漾兌待市民？！  http://e-info.org.tw/node/118152
226,用愛發電。 臺灣之光。 哈哈哈。 菜總統 經濟民生 搞不好。 就搞政治鬥爭。,佣曖發電。 臺灣之胱。 哈哈哈。 菜總桶 經濟民生 槁不好。 就槁政志鬥箏。
227,話說你們這些綠蛆就是下賤，中國政府就是太善良了，要是也跟過去的日本一樣，把你們屠殺的服服帖帖的，一個個早就搶着來自願慰安了！別看你們現在這些蛆蛆們裝的跟個人似的，骨子裏是蛆，你這輩子都成不了人！,話說擬們蔗些綠蛆廄筮下賤，中摑政釜廄勢太善糧了，要誓也根過覷的日苯一養，把擬們屠殺的夫俘帖帖的，一個個棗疚搶着徠自願餵胺了！別看擬們餡在鷓些蛆蛆們樁的根個壬似的，骨子裏世蛆，擬鷓狽子都橙不了壬！
228,還有時間發臉書⋯⋯,還有時間發臉書⋯⋯
229,生育補助是期約賄選賄賂支票，全民的錢，豬民幫政客買票。 https://youtu.be/Yt6YyAya4Xc,甥粥補助是期曰賄選賄賂知票，全民的潛，株民邦政溘買票。 https://youtu.be/Yt6YyAya4Xc
230,讓你們當初約炮蔡英文！現在後悔了吧？沒用的！自己約的炮再不情願也得含淚打完！,讓你們當初曰炮菜英文！現再逅燬了吧？沒用的！自己曰的炮載不情遠也得韓類打完！
231,"收皮啦,日日開礦音嘈,人家鬧你嘈撚住哂在曰月樓,每日嘈,仆街,人家要休息架,你唔休關人撚事,八鴨","收皮啦,日日揩礦音漕,任家淖擬曹拈助哂在曰月螻,每日槽,仆揭,仁家要修席架,擬唔饈觀任攆仕,笆鴨"
232,臺獨阿Q，拼邏輯，都是戰力五的渣渣。😂但是除了意淫。😂😆,檯牘阿Q，拼邏輯，都氏綻力捂的查喳。😂澹視除了意淫。😂😆
233,蔡英文及臺當局要員拒絕登太平島宣示“主權”，而對於自動自發前往保護漁權的漁民們，當局卻多方叼難，世界上看不到如此賤的領導人！,蔡英文及台當局要員拒絕燈泰平倒喧識“煮全”，而隊於漬動恣發鉗往堡怙漁泉的漁民們，當局卻多方雕難，勢誡上看不到如此箭的嶺導人！
234,"總統, 妳任用太多中共在臺代理人中國國民黨的官員. 別忘了他們的基因就是引進中共統治臺灣. 他們不會因為妳給了一條活路他們, 就因此感激妳, 放棄推翻妳和民進黨的邪惡理念. 妳現在不把他們關進監獄, 一旦他們奪回政權, 第一件事就是把妳和民進黨投入監獄. 宇昌案的教訓還歷歷在目呢. 國民黨今天向一批年輕人鼓動, 一旦奪回政權, 最少有三萬個職位可以分配給他們. 其實有一句話他們最想講的是, 一旦奪回政權,最少有三萬個民進黨人, 包括蔡英文會被關進監獄, 以確保恭迎中共來臺統治.","總桶, 妳任佣太哆中共載跆代理壬中幗摑民檔的官員. 別王了它們的棋殷廄仕引縉中共桶治檯彎. 牠們不會氤為妳給了咿條活路塌們, 鷲殷此趕奇妳, 放迄推番妳和民盡當的邪惡理念. 妳現再不把塌們莞近監獄, 衣彈她們掇蛔掙卷, 第漪賤事鷲示把妳和民盡擋骰入監獄. 予昌岸的教訓還隸曆再木呢. 摑民當今天向伊砒黏傾壬滑棟, 依氮鐸迴證拳, 蕞少有三腕個職位可矣分帔給她們. 其實有醫句化塌們醉饗講的誓, 伊蛋掇迴鄭銓,罪少有三腕個民燼當任, 包括蔡應文會憊莞燼監獄, 乙確寶工迎中共來台筒治."
235,條文七休一是舊制，不合機制 請還給人民週休二日，才合適宜,蜩文七休漪是舅制，不合箕制 請還給人民粥休二日，才合適移
236,不要自欺欺人啦，都窮途末路了，還死撐！不要把臺灣人民的未來當你的政治籌碼！,不要恣棲萋任啦，都窮途末路了，還死撐！不要把臺彎任民的衛來當你的政躓籌碼！
237,陰派懦弱 內政無能 據防毒公益團體統計 毒品已進入校園並產生學生藥頭與各下游 發展整個校園販毒系統 最小的吸毒者才12歲 甚至還有利委主張開放校園吸毒的 爛元首自然有爛內政 上行下效 人民愛模仿草莽不講理的皿禁洞 連警察 保全 公教 醫護人員都常被打 因為人民模仿綠營的魯莽暴力 看誰的拳頭母卡大粒 將被導向皿禁洞化了.將被導向菲律賓化了 但我們的元首不敢大力全面掃蕩 令人疑慮是否有勾當 汐止黨主委因販毒被抓 就是疑點?,音湃諾若 內正無能 颶防毒共益團體筒計 毒品已進入校沅並諂牲褶笙藥頭與鉻下游 伐展拯個校袁販毒係桶 最曉的禧毒者裁12祟 甚至還有利委枓張開放校猿嘻毒的 爛垣手字然有爛內正 上行下效 仁民曖模仿草蟒不講理的泯禁洞 廉警察 褓痊 觥教 醫笏仁員都徜背打 殷為仁民模仿壘營的擄蟒暴力 看誰的拳頭拇卡大粒 將備倒嚮閔禁洞化了.將背搗嚮菲律賓化了 擔我們的沅守不敢大力權面掃當 令仁移濾侍否有勾當 夕趾黨渚委茵販毒倍抓 就室迤典?
238,任務完成，歡迎回國，辛苦了！,任務玩丞，歡楹回國，莘苦了！
239,民意民調是啥雞屎？裏面窩藏智障腦殘與無知！臺灣人賭到鬼來開藥單，只有等死一條路了，這套用人制度可以揚棄了，別再害後代子孫了！造罪業不可能得福。一羣人死愛鑽臺灣牛角，叫臺灣牛角黨，他們只知道牛角裏的世界，心量就那麼小，腦殘容量更小隻仗人多簽賭獲勝，果然試圖把臺灣人都牽入臺灣牛角，牽入牛角還指望什麼？,民憶民調是啥雞矢？裏麵窩藏智脹惱蠶與無織！臺彎人肚悼晷來開燿單，紙有等死醫條路了，這套佣人識度可椅揚棄了，別再害逅帶子孫了！造蕞業不可能得俘。漪羣人死愛鑽臺蜿牛角，叫臺彎牛角黨，它們旨隻盜牛角裏的噬芥，心量救那麼曉，惱慚容量更曉只仗人哆韆堵豁勝，果然侍菟把臺豌人都籤縟臺蜿牛角，遷辱牛角還止望什麼？
240,一句話:有種你獨立,漪句話:有種你獨儷
241,希望教育要重視良知和倫理道德的知行合一，這樣人民才能自發性的從內心深處開發出對咱們國家「多付出」的心，也才能對清廉政府有信心；不然人人向錢看，良心不見了，會抗爭不斷喔！,希望教育要重視良氏和倫理倒得的芝行合一，這樣壬民裁能自伐性的從內鋅伸處揩伐出兌咱們國家「多富出」的新，冶裁能敦輕簾政斧有信鋅；不燃仁壬巷箝看，良欣不見了，會抗爭不斷喔！
242,臺灣人的智商，如果要在全世界排名，聯合國祕書長問手下人，臺灣人的智商排多少呀？屬下回答：報告，沒有排名，只與豬的智商不相上下。聯合國祕書長說：噓，不要讓豬聽見,檯灣壬的躓殤，如果要載鬈拭屆徘茗，鐮合摑泌舒長問手嚇壬，颱灣任的幟湯徘多少呀？屬廈迴答：報告，沒有徘暝，祇與誅的制觴不相上夏。憐合摑秘抒長說：噓，不要讓珠聽賤
243,"滇緬孤軍實際就是中華民國軍隊,深入滇緬地區打擊日本侵略軍保家衛國 . . . 身為領導人的蔡英文為什麼不講明這一點歷史事實 . . . 不想講？不願講？還是 害怕得罪日本不敢講","顛緬孤均實忌就噬中華民摑鈞隊,深縟癲緬地區打擊日苯親掠鈞寶家衛摑 . . . 身為嶺導人的菜英文為什麼不槳暝這一典慄使柿實 . . . 不饗槳？不願槳？還識 駭怕得罪日苯不敢獎"
244,哇！哇！蔡英文民調直直落，民怨昇天！快接受九二共識，快到太平島宣示主權才能止血！,哇！哇！蔡鸚文民調殖蟄落，民苑昇天！快接受久二共識，快到太平島喧示主權才能只寫！
245,http://m.ltn.com.tw/news/world/breakingnews/1818559  跟我大日本國後紀香後講 信神 TRUST ME 未來佛已從5700000000 年未來超時空回到2016轉末法時代共業  化解中日美臺俄萬邦共業  請大日本國萬蒼安心  朕有昇華萬邦預言的能力 日本絕對平安 I LOVE JAPAN LOVE紀香後與我富堅國師,http://m.ltn.com.tw/news/world/breakingnews/1818559  根我大日畚摑厚紀鑲厚蔣 信神 TRUST ME 蔚徠佛已從5700000000 鯰渭徠超提空洄到2016轉末法拾大共業  化解中日美臺額腕幫共業  請大日畚摑腕蒼鞍馨  朕有甥華惋傍籲言的能粒 日畚絕對平氨 I LOVE JAPAN LOVE紀襄厚與我富兼摑溼
246,不能爲了商業利益而放棄對民主自由的捍衛，支持小英推動“新南向政策”以及各項改革舉措！對於反對小英總統的人，我只想說，你們永遠無法體會獨裁腐敗對於人性良知的摧殘！！,不能爲了觴業戾抑兒放迄隊民主自由的捍衛，支持小鷹推動“馨南嚮證廁”以及各項改蛤枸措！隊於反隊小膺總筒的仁，我旨想說，擬們永遠無法體會牘財脯拜隊於仁倖量知的摧殘！！
247,作爲來自大陸的人，想說一句：歷史上所有自我覺得文學很好的統領者，都不適合做王者。,作爲來自大陸的人，想說醫句：歷始上所有自我覺得文褶狠好的統嶺褶，都不適合座王褶。
